Year,Rain
03+AC0-1927,1.614
04+AC0-1927,14.213
05+AC0-1927,110.519
06+AC0-1927,89.337
07+AC0-1927,83.03
08+AC0-1927,52.997
09+AC0-1927,151.574
10+AC0-1927,27.727
11+AC0-1927,43.132
12+AC0-1927,0.893
01+AC0-1928,0.44
02+AC0-1928,24.002
03+AC0-1928,7.898
04+AC0-1928,39.845
05+AC0-1928,63.795
06+AC0-1928,86.992
07+AC0-1928,131.268
08+AC0-1928,120.605
09+AC0-1928,30.133
10+AC0-1928,360.27
11+AC0-1928,46.504
12+AC0-1928,10.407
01+AC0-1929,4.241
02+AC0-1929,15.435
03+AC0-1929,0.277
04+AC0-1929,156.92
05+AC0-1929,109.433
06+AC0-1929,45.618
07+AC0-1929,48.685
08+AC0-1929,31.461
09+AC0-1929,102.722
10+AC0-1929,152.303
11+AC0-1929,99.289
12+AC0-1929,10.192
01+AC0-1930,9.747
02+AC0-1930,21.306
03+AC0-1930,9.803
04+AC0-1930,38.471
05+AC0-1930,220.267
06+AC0-1930,54.466
07+AC0-1930,86.659
08+AC0-1930,29.908
09+AC0-1930,173.359
10+AC0-1930,260.411
11+AC0-1930,54.075
12+AC0-1930,16.466
01+AC0-1931,0.029
02+AC0-1931,0
03+AC0-1931,1.236
04+AC0-1931,24.954
05+AC0-1931,113.715
06+AC0-1931,56.217
07+AC0-1931,75.242
08+AC0-1931,38.966
09+AC0-1931,186.126
10+AC0-1931,45.38
11+AC0-1931,70.378
12+AC0-1931,25.692
01+AC0-1932,0
02+AC0-1932,27.492
03+AC0-1932,0.493
04+AC0-1932,12.852
05+AC0-1932,149.684
06+AC0-1932,59.043
07+AC0-1932,83.913
08+AC0-1932,140.35
09+AC0-1932,66.639
10+AC0-1932,260.178
11+AC0-1932,128.593
12+AC0-1932,7.203
01+AC0-1933,0.117
02+AC0-1933,4.318
03+AC0-1933,21.251
04+AC0-1933,39.215
05+AC0-1933,257.359
06+AC0-1933,44.466
07+AC0-1933,138.689
08+AC0-1933,188.064
09+AC0-1933,96.383
10+AC0-1933,233.227
11+AC0-1933,6.524
12+AC0-1933,60.094
01+AC0-1934,7.706
02+AC0-1934,0
03+AC0-1934,3.74
04+AC0-1934,98.231
05+AC0-1934,76.753
06+AC0-1934,87.611
07+AC0-1934,39.034
08+AC0-1934,47.874
09+AC0-1934,20.036
10+AC0-1934,239.056
11+AC0-1934,38.819
12+AC0-1934,3.217
01+AC0-1935,4.033
02+AC0-1935,14.107
03+AC0-1935,3.072
04+AC0-1935,46.476
05+AC0-1935,58.377
06+AC0-1935,155.519
07+AC0-1935,60.304
08+AC0-1935,235.448
09+AC0-1935,64.382
10+AC0-1935,231.859
11+AC0-1935,15.049
12+AC0-1935,12.362
01+AC0-1936,0
02+AC0-1936,9.343
03+AC0-1936,31.024
04+AC0-1936,17.306
05+AC0-1936,180.812
06+AC0-1936,80.271
07+AC0-1936,121.278
08+AC0-1936,51.786
09+AC0-1936,142.69
10+AC0-1936,86.414
11+AC0-1936,97.413
12+AC0-1936,3.079
01+AC0-1937,0.653
02+AC0-1937,21.202
03+AC0-1937,38.851
04+AC0-1937,156.333
05+AC0-1937,134.125
06+AC0-1937,84.56
07+AC0-1937,70.695
08+AC0-1937,64.817
09+AC0-1937,84.77
10+AC0-1937,95.645
11+AC0-1937,43.569
12+AC0-1937,12.633
01+AC0-1938,0
02+AC0-1938,1.374
03+AC0-1938,7.354
04+AC0-1938,33.147
05+AC0-1938,75.274
06+AC0-1938,48.645
07+AC0-1938,109.32
08+AC0-1938,223.995
09+AC0-1938,125.728
10+AC0-1938,23.142
11+AC0-1938,9.201
12+AC0-1938,1.754
01+AC0-1939,9.488
02+AC0-1939,0
03+AC0-1939,19.498
04+AC0-1939,151.764
05+AC0-1939,50.464
06+AC0-1939,83.391
07+AC0-1939,54.539
08+AC0-1939,92.541
09+AC0-1939,112.347
10+AC0-1939,219.322
11+AC0-1939,83.32
12+AC0-1939,0.254
01+AC0-1940,0
02+AC0-1940,0.419
03+AC0-1940,5.557
04+AC0-1940,70.528
05+AC0-1940,216.164
06+AC0-1940,122.365
07+AC0-1940,48.719
08+AC0-1940,63.24
09+AC0-1940,75.181
10+AC0-1940,163.69
11+AC0-1940,198.821
12+AC0-1940,20.555
01+AC0-1941,4.207
02+AC0-1941,9.919
03+AC0-1941,0
04+AC0-1941,63.759
05+AC0-1941,99.626
06+AC0-1941,94.848
07+AC0-1941,71.897
08+AC0-1941,72.256
09+AC0-1941,124.447
10+AC0-1941,136.585
11+AC0-1941,37.004
12+AC0-1941,79.298
01+AC0-1942,0
02+AC0-1942,7.282
03+AC0-1942,0
04+AC0-1942,40.717
05+AC0-1942,110.011
06+AC0-1942,90.001
07+AC0-1942,55.172
08+AC0-1942,105.736
09+AC0-1942,94.277
10+AC0-1942,88.847
11+AC0-1942,110.944
12+AC0-1942,30.992
01+AC0-1943,13.498
02+AC0-1943,0.948
03+AC0-1943,1.843
04+AC0-1943,95.714
05+AC0-1943,212.792
06+AC0-1943,50.164
07+AC0-1943,107.228
08+AC0-1943,62.395
09+AC0-1943,94.496
10+AC0-1943,360.945
11+AC0-1943,66.25
12+AC0-1943,0.782
01+AC0-1944,0.815
02+AC0-1944,15.66
03+AC0-1944,57.098
04+AC0-1944,36.791
05+AC0-1944,88.141
06+AC0-1944,90.378
07+AC0-1944,115.095
08+AC0-1944,94.118
09+AC0-1944,129.802
10+AC0-1944,168.376
11+AC0-1944,69.749
12+AC0-1944,11.276
01+AC0-1945,0
02+AC0-1945,0.073
03+AC0-1945,0
04+AC0-1945,32.462
05+AC0-1945,138.873
06+AC0-1945,21.072
07+AC0-1945,117.156
08+AC0-1945,83.986
09+AC0-1945,66.01
10+AC0-1945,66.241
11+AC0-1945,29.392
12+AC0-1945,0.217
01+AC0-1946,1.574
02+AC0-1946,0.428
03+AC0-1946,26.524
04+AC0-1946,38.749
05+AC0-1946,151.196
06+AC0-1946,25.529
07+AC0-1946,95.338
08+AC0-1946,109.516
09+AC0-1946,156.105
10+AC0-1946,124.199
11+AC0-1946,201.347
12+AC0-1946,52.969
01+AC0-1947,4.182
02+AC0-1947,8.666
03+AC0-1947,4.004
04+AC0-1947,19.115
05+AC0-1947,72.986
06+AC0-1947,79.045
07+AC0-1947,109.055
08+AC0-1947,146.2
09+AC0-1947,81.32
10+AC0-1947,182.16
11+AC0-1947,15.963
12+AC0-1947,5.409
01+AC0-1948,6.993
02+AC0-1948,0
03+AC0-1948,1.502
04+AC0-1948,45.756
05+AC0-1948,233.237
06+AC0-1948,98.468
07+AC0-1948,113.123
08+AC0-1948,143.907
09+AC0-1948,40.774
10+AC0-1948,129.072
11+AC0-1948,74.209
12+AC0-1948,5.878
01+AC0-1949,0
02+AC0-1949,4.152
03+AC0-1949,2.963
04+AC0-1949,33.717
05+AC0-1949,60.179
06+AC0-1949,92.863
07+AC0-1949,211.497
08+AC0-1949,127.279
09+AC0-1949,84.68
10+AC0-1949,224.554
11+AC0-1949,6.128
12+AC0-1949,0.217
01+AC0-1950,0
02+AC0-1950,8.529
03+AC0-1950,17.861
04+AC0-1950,2.731
05+AC0-1950,90.078
06+AC0-1950,38.517
07+AC0-1950,77.605
08+AC0-1950,106.832
09+AC0-1950,88.657
10+AC0-1950,162.821
11+AC0-1950,142.773
12+AC0-1950,1.657
01+AC0-1951,0
02+AC0-1951,0
03+AC0-1951,13.565
04+AC0-1951,32.138
05+AC0-1951,174.424
06+AC0-1951,54.684
07+AC0-1951,147.458
08+AC0-1951,27.548
09+AC0-1951,175.556
10+AC0-1951,112.203
11+AC0-1951,45.917
12+AC0-1951,0.29
01+AC0-1952,0.044
02+AC0-1952,7.978
03+AC0-1952,3.896
04+AC0-1952,16.779
05+AC0-1952,129.866
06+AC0-1952,66.739
07+AC0-1952,116.509
08+AC0-1952,97.655
09+AC0-1952,51.574
10+AC0-1952,192.175
11+AC0-1952,0.804
12+AC0-1952,44.686
01+AC0-1953,0.274
02+AC0-1953,2.154
03+AC0-1953,1.204
04+AC0-1953,134.151
05+AC0-1953,77.433
06+AC0-1953,125.306
07+AC0-1953,175.576
08+AC0-1953,46.434
09+AC0-1953,128.059
10+AC0-1953,304.248
11+AC0-1953,8.778
12+AC0-1953,0.232
01+AC0-1954,10.882
02+AC0-1954,0.088
03+AC0-1954,4.216
04+AC0-1954,26.388
05+AC0-1954,191.512
06+AC0-1954,75.458
07+AC0-1954,154.279
08+AC0-1954,128.63
09+AC0-1954,17.02
10+AC0-1954,201.731
11+AC0-1954,3.153
12+AC0-1954,24.943
01+AC0-1955,5.517
02+AC0-1955,0.311
03+AC0-1955,5.998
04+AC0-1955,122.854
05+AC0-1955,133.04
06+AC0-1955,59.347
07+AC0-1955,70.07
08+AC0-1955,68.115
09+AC0-1955,152.576
10+AC0-1955,208.23
11+AC0-1955,18.162
12+AC0-1955,8.772
01+AC0-1956,1.835
02+AC0-1956,1.142
03+AC0-1956,0.25
04+AC0-1956,54.363
05+AC0-1956,28.5
06+AC0-1956,117.934
07+AC0-1956,79.179
08+AC0-1956,48.816
09+AC0-1956,128.807
10+AC0-1956,354.915
11+AC0-1956,93.392
12+AC0-1956,5.862
01+AC0-1957,0
02+AC0-1957,0.842
03+AC0-1957,16.285
04+AC0-1957,33.211
05+AC0-1957,211.953
06+AC0-1957,112.628
07+AC0-1957,35.199
08+AC0-1957,35.12
09+AC0-1957,42.774
10+AC0-1957,176.873
11+AC0-1957,48.844
12+AC0-1957,1.852
01+AC0-1958,6.453
02+AC0-1958,1.389
03+AC0-1958,3.784
04+AC0-1958,120.677
05+AC0-1958,188.067
06+AC0-1958,84.584
07+AC0-1958,73.237
08+AC0-1958,172.495
09+AC0-1958,126.39
10+AC0-1958,148.017
11+AC0-1958,86.156
12+AC0-1958,4.027
01+AC0-1959,0
02+AC0-1959,8.045
03+AC0-1959,0
04+AC0-1959,32
05+AC0-1959,102.602
06+AC0-1959,136.986
07+AC0-1959,63.722
08+AC0-1959,132.568
09+AC0-1959,176.568
10+AC0-1959,149.157
11+AC0-1959,48.325
12+AC0-1959,12.487
01+AC0-1960,0.523
02+AC0-1960,0.073
03+AC0-1960,9.318
04+AC0-1960,31.055
05+AC0-1960,123.566
06+AC0-1960,58.491
07+AC0-1960,99.318
08+AC0-1960,48.933
09+AC0-1960,170.278
10+AC0-1960,148.925
11+AC0-1960,113.455
12+AC0-1960,1.145
01+AC0-1961,5.223
02+AC0-1961,6.141
03+AC0-1961,3.088
04+AC0-1961,69.327
05+AC0-1961,159.254
06+AC0-1961,103.529
07+AC0-1961,95.529
08+AC0-1961,87.827
09+AC0-1961,82.715
10+AC0-1961,177.669
11+AC0-1961,47.741
12+AC0-1961,3.135
01+AC0-1962,0.506
02+AC0-1962,14.933
03+AC0-1962,14.601
04+AC0-1962,115.129
05+AC0-1962,157.335
06+AC0-1962,52.888
07+AC0-1962,55.25
08+AC0-1962,96.078
09+AC0-1962,161.533
10+AC0-1962,220.547
11+AC0-1962,14.377
12+AC0-1962,84.632
01+AC0-1963,12.413
02+AC0-1963,0
03+AC0-1963,4.661
04+AC0-1963,96.553
05+AC0-1963,93.001
06+AC0-1963,66.805
07+AC0-1963,42.368
08+AC0-1963,125.231
09+AC0-1963,128.228
10+AC0-1963,252.084
11+AC0-1963,29.05
12+AC0-1963,15.582
01+AC0-1964,0
02+AC0-1964,0
03+AC0-1964,0.198
04+AC0-1964,21.119
05+AC0-1964,82.716
06+AC0-1964,81.431
07+AC0-1964,252.139
08+AC0-1964,86.03
09+AC0-1964,203.33
10+AC0-1964,164.069
11+AC0-1964,189.751
12+AC0-1964,8.244
01+AC0-1965,3.236
02+AC0-1965,0
03+AC0-1965,1.632
04+AC0-1965,45.35
05+AC0-1965,41.666
06+AC0-1965,56.276
07+AC0-1965,58.234
08+AC0-1965,177.355
09+AC0-1965,47.534
10+AC0-1965,27.817
11+AC0-1965,57.657
12+AC0-1965,39.331
01+AC0-1966,1.186
02+AC0-1966,0
03+AC0-1966,1.063
04+AC0-1966,36.55
05+AC0-1966,170.966
06+AC0-1966,82.289
07+AC0-1966,102.126
08+AC0-1966,83.367
09+AC0-1966,233.33
10+AC0-1966,204.544
11+AC0-1966,238.716
12+AC0-1966,28.792
01+AC0-1967,18.897
02+AC0-1967,0
03+AC0-1967,11.983
04+AC0-1967,16.61
05+AC0-1967,86.387
06+AC0-1967,84.535
07+AC0-1967,193.316
08+AC0-1967,63.303
09+AC0-1967,34.257
10+AC0-1967,97.646
11+AC0-1967,49.784
12+AC0-1967,39.743
01+AC0-1968,0
02+AC0-1968,14.474
03+AC0-1968,23.752
04+AC0-1968,52.127
05+AC0-1968,92.464
06+AC0-1968,104.156
07+AC0-1968,56.852
08+AC0-1968,41.535
09+AC0-1968,196.2
10+AC0-1968,100.938
11+AC0-1968,31.792
12+AC0-1968,11.022
01+AC0-1969,0
02+AC0-1969,0.234
03+AC0-1969,4.145
04+AC0-1969,85.424
05+AC0-1969,166.676
06+AC0-1969,46.446
07+AC0-1969,72.577
08+AC0-1969,157.945
09+AC0-1969,44.444
10+AC0-1969,192.879
11+AC0-1969,167.389
12+AC0-1969,82.543
01+AC0-1970,0.161
02+AC0-1970,7.97
03+AC0-1970,3.061
04+AC0-1970,28.795
05+AC0-1970,194.109
06+AC0-1970,98.476
07+AC0-1970,83.569
08+AC0-1970,84.992
09+AC0-1970,80.435
10+AC0-1970,247.774
11+AC0-1970,32.835
12+AC0-1970,1.012
01+AC0-1971,0.29
02+AC0-1971,2.697
03+AC0-1971,2.621
04+AC0-1971,53.152
05+AC0-1971,160.534
06+AC0-1971,32.736
07+AC0-1971,43.561
08+AC0-1971,169.147
09+AC0-1971,150.408
10+AC0-1971,157.742
11+AC0-1971,26.322
12+AC0-1971,26.446
01+AC0-1972,0.199
02+AC0-1972,0
03+AC0-1972,0
04+AC0-1972,21.499
05+AC0-1972,212.747
06+AC0-1972,88.312
07+AC0-1972,45.086
08+AC0-1972,34.565
09+AC0-1972,159.653
10+AC0-1972,174.294
11+AC0-1972,42.131
12+AC0-1972,72.444
01+AC0-1973,0
02+AC0-1973,0
03+AC0-1973,0
04+AC0-1973,10.898
05+AC0-1973,69.963
06+AC0-1973,75.697
07+AC0-1973,91.095
08+AC0-1973,124.596
09+AC0-1973,155.25
10+AC0-1973,211.976
11+AC0-1973,48.926
12+AC0-1973,22.273
01+AC0-1974,0
02+AC0-1974,0
03+AC0-1974,0
04+AC0-1974,26.881
05+AC0-1974,160.66
06+AC0-1974,17.467
07+AC0-1974,128.706
08+AC0-1974,48.027
09+AC0-1974,230.727
10+AC0-1974,165.509
11+AC0-1974,10.117
12+AC0-1974,0.321
01+AC0-1975,0
02+AC0-1975,3.909
03+AC0-1975,11.139
04+AC0-1975,27.278
05+AC0-1975,124.758
06+AC0-1975,83.668
07+AC0-1975,190.65
08+AC0-1975,101.708
09+AC0-1975,135.089
10+AC0-1975,188.774
11+AC0-1975,129.298
12+AC0-1975,5.794
01+AC0-1976,0
02+AC0-1976,0
03+AC0-1976,0.25
04+AC0-1976,111.144
05+AC0-1976,69.869
06+AC0-1976,20.723
07+AC0-1976,51.047
08+AC0-1976,111.407
09+AC0-1976,47.691
10+AC0-1976,69.547
11+AC0-1976,146.723
12+AC0-1976,1.293
01+AC0-1977,0
02+AC0-1977,1.236
03+AC0-1977,32.9
04+AC0-1977,89.79
05+AC0-1977,155.89
06+AC0-1977,115.038
07+AC0-1977,45.754
08+AC0-1977,97.665
09+AC0-1977,101.511
10+AC0-1977,295.308
11+AC0-1977,102.973
12+AC0-1977,0.217
01+AC0-1978,0
02+AC0-1978,12.295
03+AC0-1978,2.704
04+AC0-1978,65.436
05+AC0-1978,107.629
06+AC0-1978,45.54
07+AC0-1978,95.808
08+AC0-1978,62.759
09+AC0-1978,153.486
10+AC0-1978,97.778
11+AC0-1978,68.442
12+AC0-1978,37.234
01+AC0-1979,0
02+AC0-1979,37.728
03+AC0-1979,4.424
04+AC0-1979,33.353
05+AC0-1979,89.355
06+AC0-1979,167.944
07+AC0-1979,96.569
08+AC0-1979,75.04
09+AC0-1979,233.922
10+AC0-1979,171.926
11+AC0-1979,128.213
12+AC0-1979,1.079
01+AC0-1980,0
02+AC0-1980,0
03+AC0-1980,3.223
04+AC0-1980,52.231
05+AC0-1980,126.076
06+AC0-1980,70.966
07+AC0-1980,62.857
08+AC0-1980,58.546
09+AC0-1980,177.481
10+AC0-1980,122.982
11+AC0-1980,37.018
12+AC0-1980,7.719
01+AC0-1981,0.901
02+AC0-1981,0
03+AC0-1981,72.321
04+AC0-1981,27.075
05+AC0-1981,136.221
06+AC0-1981,23.034
07+AC0-1981,106.876
08+AC0-1981,103.778
09+AC0-1981,188.518
10+AC0-1981,125.703
11+AC0-1981,40.673
12+AC0-1981,13.07
01+AC0-1982,0
02+AC0-1982,0
03+AC0-1982,2.079
04+AC0-1982,17.552
05+AC0-1982,91.952
06+AC0-1982,111.632
07+AC0-1982,44.341
08+AC0-1982,56.741
09+AC0-1982,111.675
10+AC0-1982,104.055
11+AC0-1982,52.012
12+AC0-1982,1.696
01+AC0-1983,0
02+AC0-1983,0
03+AC0-1983,0.022
04+AC0-1983,5.408
05+AC0-1983,129.954
06+AC0-1983,199.199
07+AC0-1983,83.338
08+AC0-1983,127.703
09+AC0-1983,145.853
10+AC0-1983,63.32
11+AC0-1983,13.214
12+AC0-1983,63.273
01+AC0-1984,0.537
02+AC0-1984,19.572
03+AC0-1984,57.8
04+AC0-1984,39.29
05+AC0-1984,68.702
06+AC0-1984,51.11
07+AC0-1984,154.707
08+AC0-1984,31.721
09+AC0-1984,132.231
10+AC0-1984,160.488
11+AC0-1984,15.18
12+AC0-1984,11.312
01+AC0-1985,2.962
02+AC0-1985,0.088
03+AC0-1985,18.419
04+AC0-1985,14.412
05+AC0-1985,86.584
06+AC0-1985,77.573
07+AC0-1985,69.112
08+AC0-1985,51.405
09+AC0-1985,94.863
10+AC0-1985,77.871
11+AC0-1985,106.822
12+AC0-1985,4.575
01+AC0-1986,16.72
02+AC0-1986,12.423
03+AC0-1986,0.264
04+AC0-1986,13.447
05+AC0-1986,90.117
06+AC0-1986,121.304
07+AC0-1986,58.529
08+AC0-1986,72.592
09+AC0-1986,295.453
10+AC0-1986,110.344
11+AC0-1986,98.761
12+AC0-1986,16.806
01+AC0-1987,0.198
02+AC0-1987,0
03+AC0-1987,22.418
04+AC0-1987,60.152
05+AC0-1987,95.828
06+AC0-1987,79.405
07+AC0-1987,49.256
08+AC0-1987,110.254
09+AC0-1987,66.278
10+AC0-1987,153.856
11+AC0-1987,40.911
12+AC0-1987,50.752
01+AC0-1988,0
02+AC0-1988,1.544
03+AC0-1988,0.433
04+AC0-1988,84.223
05+AC0-1988,202.75
06+AC0-1988,32.382
07+AC0-1988,206.158
08+AC0-1988,169.125
09+AC0-1988,261.102
10+AC0-1988,15.691
11+AC0-1988,39.932
12+AC0-1988,28.415
01+AC0-1989,0.059
02+AC0-1989,0
03+AC0-1989,5.485
04+AC0-1989,9.872
05+AC0-1989,95.214
06+AC0-1989,108.342
07+AC0-1989,180.459
08+AC0-1989,45.992
09+AC0-1989,173.788
10+AC0-1989,229.156
11+AC0-1989,12.115
12+AC0-1989,4.146
01+AC0-1990,0.983
02+AC0-1990,0.191
03+AC0-1990,4.554
04+AC0-1990,32.724
05+AC0-1990,191.149
06+AC0-1990,55.361
07+AC0-1990,38.324
08+AC0-1990,78.436
09+AC0-1990,68.038
10+AC0-1990,183.542
11+AC0-1990,35.808
12+AC0-1990,9.375
01+AC0-1991,0.033
02+AC0-1991,0.022
03+AC0-1991,0.256
04+AC0-1991,47.795
05+AC0-1991,204.381
06+AC0-1991,191.572
